Authors	Title	Year	Link	Authors with Affiliations	aff_names	Affiliation type	Affiliation country
Dylan Freedman;Eddie Kohler;Hans Tutschku	Correlating Extracted and Ground-Truth Harmonic Data in Music Retrieval Tasks.	2015	https://doi.org/10.5281/zenodo.1418111	Dylan Freedman, Harvard University, USA, education;Eddie Kohler, Harvard University, USA, education;Hans Tutschku, Harvard University, USA, education	 Harvard University, Harvard University, Harvard University	education, education, education	USA, USA, USA
Kaustuv Kanti Ganguli;Abhinav Rastogi;Vedhas Pandit;Prithvi Kantan;Preeti Rao	Efficient Melodic Query Based Audio Search for Hindustani Vocal Compositions.	2015	https://doi.org/10.5281/zenodo.1417203	Kaustuv Kanti Ganguli, Indian Institute of Technology Bombay, IND, education;Abhinav Rastogi, Stanford University, USA, education;Vedhas Pandit, Indian Institute of Technology Bombay, IND, education;Prithvi Kantan, Indian Institute of Technology Bombay, IND, education;Preeti Rao, Indian Institute of Technology Bombay, IND, education	IIT Bombay, Stanford University, IIT Bombay,IIT Bombay,IIT Bombay	education, education, education, education, education	IND, USA, IND, IND, IND
Shrey Dutta;Krishnaraj Sekhar PV;Hema A. Murthy	Raga Verification in Carnatic Music Using Longest Common Segment Set.	2015	https://doi.org/10.5281/zenodo.1417751	Shrey Dutta, Indian Institute of Technology, Madras, IND, education;Krishnaraj Sekhar PV, Indian Institute of Technology, Madras, IND, education;Hema A. Murthy, Indian Institute of Technology, Madras, IND, education	IIT Madras, IIT Madras, IIT Madras	education, education, education	IND, IND, IND
Yucong Jiang;Christopher Raphael	Instrument Identification in Optical Music Recognition.	2015	https://doi.org/10.5281/zenodo.1416116	Yucong Jiang, Indiana University, Bloomington, USA, education;Christopher Raphael, Indiana University, Bloomington, USA, education	 Indiana University Bloomington, Indiana University Bloomington	education, education	USA, USA
Rong Jin;Christopher Raphael	Graph-Based Rhythm Interpretation.	2015	https://doi.org/10.5281/zenodo.1418287	Rong Jin, Indiana University, School of Informatics and Computing, USA, education;Christopher Raphael, Indiana University, School of Informatics and Computing, USA, education	 Indiana University Bloomington, Indiana University Bloomington	education, education	USA, USA
Jonathan Driedger;Thomas Prätzlich;Meinard Müller	Let it Bee - Towards NMF-Inspired Audio Mosaicing.	2015	https://doi.org/10.5281/zenodo.1415698	Jonathan Driedger, International Audio Laboratories Erlangen, DEU, facility;Thomas Prätzlich, International Audio Laboratories Erlangen, DEU, facility;Meinard Müller, International Audio Laboratories Erlangen, DEU, facility	 International Audio Laboratories Erlangen, International Audio Laboratories Erlangen, International Audio Laboratories Erlangen	facility, facility, facility	DEU, DEU, DEU
Christian Dittmar;Bernhard Lehner;Thomas Prätzlich;Meinard Müller;Gerhard Widmer	Cross-Version Singing Voice Detection in Classical Opera Recordings.	2015	https://doi.org/10.5281/zenodo.1416958	Christian Dittmar, International Audio Laboratories, Erlangen, Germany, facility;Bernhard Lehner, Johannes Kepler University, Linz, Austria, education;Thomas Pr¨atzlich, International Audio Laboratories, Erlangen, Germany, facility;Meinard M¨uller, International Audio Laboratories, Erlangen, Germany, facility;Gerhard Widmer, Johannes Kepler University, Linz, Austria, education	 International Audio Laboratories Erlangen, Johannes Kepler University, International Audio Laboratories Erlangen, International Audio Laboratories Erlangen, Johannes Kepler University	facility, education, facility, facility, education	DEU, AUT, DEU, DEU, AUT
Christian Dittmar;Martin Pfleiderer;Meinard Müller	Automated Estimation of Ride Cymbal Swing Ratios in Jazz Recordings.	2015	https://doi.org/10.5281/zenodo.1418149	Christian Dittmar, International Audio Laboratories Erlangen, DEU, facility;Martin Pﬂeiderer, The Liszt University of Music Weimar, DEU, education;Meinard M¨uller, International Audio Laboratories Erlangen, DEU, facility	 International Audio Laboratories Erlangen, University of Music Franz Liszt Weimar, International Audio Laboratories Erlangen	facility, education, facility	DEU, DEU, DEU
Dimos Makris;Maximos A. Kaliakatsos-Papakostas;Emilios Cambouropoulos	Probabilistic Modular Bass Voice Leading in Melodic Harmonisation.	2015	https://doi.org/10.5281/zenodo.1416374	Dimos Makris, Ionian University, GRC, education;Maximos Kaliakatsos-Papakostas, Aristotle University of Thessaloniki, GRC, education;Emilios Cambouropoulos, Aristotle University of Thessaloniki, GRC, education	 Ionian University, Aristotle University of Thessaloniki, Aristotle University of Thessaloniki	education, education, education	GRC, GRC, GRC
Andreas Arzt;Gerhard Widmer	Real-Time Music Tracking Using Multiple Performances as a Reference.	2015	https://doi.org/10.5281/zenodo.1417205	Andreas Arzt, Johannes Kepler University, AUT, education, Austrian Research Institute for Artificial Intelligence (OFAI), AUT, facility;Gerhard Widmer, Johannes Kepler University, AUT, education, Austrian Research Institute for Artificial Intelligence (OFAI), AUT, facility	 Johannes Kepler University, Johannes Kepler University 	education, education	AUT, AUT
Bernhard Lehner;Gerhard Widmer	Monaural Blind Source Separation in the Context of Vocal Detection.	2015	https://doi.org/10.5281/zenodo.1415940	Bernhard Lehner, Johannes Kepler University of Linz, AUT, education;Gerhard Widmer, Johannes Kepler University of Linz, AUT, education	 Johannes Kepler University, Johannes Kepler University	education, education	AUT, AUT
Florian Krebs;Sebastian Böck;Gerhard Widmer	An Efficient State-Space Model for Joint Tempo and Meter Tracking.	2015	https://doi.org/10.5281/zenodo.1414966	Florian Krebs, Johannes Kepler University, Linz, Austria, education;Sebastian Böck, Johannes Kepler University, Linz, Austria, education;Gerhard Widmer, Johannes Kepler University, Linz, Austria, education	 Johannes Kepler University, Johannes Kepler University, Johannes Kepler University	education, education, education	AUT, AUT, AUT
Sebastian Böck;Florian Krebs;Gerhard Widmer	Accurate Tempo Estimation Based on Recurrent Neural Networks and Resonating Comb Filters.	2015	https://doi.org/10.5281/zenodo.1416026	Sebastian Böck, Johannes Kepler University, Linz, Austria, education;Florian Krebs, Johannes Kepler University, Linz, Austria, education;Gerhard Widmer, Johannes Kepler University, Linz, Austria, education	 Johannes Kepler University, Johannes Kepler University, Johannes Kepler University	education, education, education	AUT, AUT, AUT
Andreu Vall;Marcin Skowron;Peter Knees;Markus Schedl	Improving Music Recommendations with a Weighted Factorization of the Tagging Activity.	2015	https://doi.org/10.5281/zenodo.1416802	Andreu Vall, Johannes Kepler University, AUT, education;Marcin Skowron, Johannes Kepler University, AUT, education;Peter Knees, Johannes Kepler University, AUT, education;Markus Schedl, Johannes Kepler University, AUT, education	 Johannes Kepler University, Johannes Kepler University, Johannes Kepler University, Johannes Kepler University	education, education, education, education	AUT, AUT, AUT, AUT
Hamid Eghbal-zadeh;Bernhard Lehner;Markus Schedl;Gerhard Widmer	I-Vectors for Timbre-Based Music Similarity and Music Artist Classification.	2015	https://doi.org/10.5281/zenodo.1416762	Hamid Eghbal-zadeh, Johannes Kepler University of Linz, AUT, education;Bernhard Lehner, Johannes Kepler University of Linz, AUT, education;Markus Schedl, Johannes Kepler University of Linz, AUT, education;Gerhard Widmer, Johannes Kepler University of Linz, AUT, education	 Johannes Kepler University, Johannes Kepler University, Johannes Kepler University,Johannes Kepler University	education, education, education, education	AUT, AUT, AUT, AUT
Peter Knees;Ángel Faraldo;Perfecto Herrera;Richard Vogl;Sebastian Böck;Florian Hörschläger;Mickael Le Goff	Two Data Sets for Tempo Estimation and Key Detection in Electronic Dance Music Annotated from User Corrections.	2015	https://doi.org/10.5281/zenodo.1414996	Peter Knees, Johannes Kepler University, AUT, education;´Angel Faraldo, Universitat Pompeu Fabra, ESP, education;Perfecto Herrera, Universitat Pompeu Fabra, ESP, education;Richard Vogl, Johannes Kepler University, AUT, education;Sebastian Böck, Johannes Kepler University, AUT, education;Florian Hörschlöager, Johannes Kepler University, AUT, education;Mickael Le Goff, Native Instruments GmbH, DEU, company	 Johannes Kepler University, Universitat Pompeu Fabra, Universitat Pompeu Fabra, Johannes Kepler University, Johannes Kepler University, Johannes Kepler University, Native Instruments GmbH	education, education, education, education, education, education, company	AUT, ESP, ESP, AUT, AUT, AUT, DEU
Erik Duval;Marnix van Berchum;Anja Jentzsch;Gonzalo Alberto Parra Chico;Andreas Drakos	Musicology of Early Music with Europeana Tools and Services.	2015	https://doi.org/10.5281/zenodo.1417509	Erik Duval, KU Leuven, BEL, education;Marnix van Berchum, KNAW-DANS, Utrecht University, NLD, education;Anja Jentzsch, Open Knowledge Foundation, DEU, facility;Gonzalo Alberto Parra Chico, KU Leuven, BEL, education;Andreas Drakos, AgroKnow, GRC, company	 KU Leuven, KNAW-DANS, Open Knowledge Foundation, KU Leuven, AgroKnow	education, facility, facility, education, company	BEL, NLD, DEU, BEL, GRC
Yu-Hui Huang;Xuanli Chen;Serafina Beck;David Burn;Luc J. Van Gool	Automatic Handwritten Mensural Notation Interpreter: From Manuscript to MIDI Performance.	2015	https://doi.org/10.5281/zenodo.1418267	Yu-Hui Huang, KU Leuven, BEL, education;Xuanli Chen, KU Leuven, BEL, education;Serafina Beck, KU Leuven, BEL, education;David Burn, KU Leuven, BEL, education;Luc Van Gool, ETH Zürich, CHE, education	 KU Leuven, KU Leuven, KU Leuven, KU Leuven, ETH Zurich	education, education, education, education, education	BEL, BEL, BEL, BEL, CHE
Hye-Seung Cho;Jun-Yong Lee;Hyoung-Gook Kim	Singing Voice Separation from Monaural Music Based on Kernel Back-Fitting Using Beta-Order Spectral Amplitude Estimation.	2015	https://doi.org/10.5281/zenodo.1417044	Hye-Seung Cho, Kwangwoon University, KOR, education;Jun-Yong Lee, Kwangwoon University, KOR, education;Hyoung-Gook Kim, Kwangwoon University, KOR, education	 Kwangwoon University, Kwangwoon University, Kwangwoon University	education, education, education	KOR, KOR, KOR
Kazuyoshi Yoshii;Katsutoshi Itoyama;Masataka Goto	Infinite Superimposed Discrete All-Pole Modeling for Multipitch Analysis of Wavelet Spectrograms.	2015	https://doi.org/10.5281/zenodo.1417575	Kazuyoshi Yoshii, Graduate School of Informatics, Kyoto University, JPN, education;Katsutoshi Itoyama, Graduate School of Informatics, Kyoto University, JPN, education;Masataka Goto, National Institute of Advanced Industrial Science and Technology (AIST), JPN, facility	Kyoto University, Kyoto University, National Institute of Advanced Industrial Science and Technology	education, education, facility	JPN, JPN, JPN
Victor Padilla;Alex McLean;Alan Marsden;Kia Ng	Improving Optical Music Recognition by Combining Outputs from Multiple Sources.	2015	https://doi.org/10.5281/zenodo.1416258	Victor Padilla, Lancaster University, GBR, education;Alex McLean, University of Leeds, GBR, education;Alan Marsden, Lancaster University, GBR, education;Kia Ng, University of Leeds, GBR, education	 Lancaster University, University of Leeds, Lancaster University, University of Leeds	education, education, education, education	GBR, GBR, GBR, GBR
Andie Sigler;Jon Wild;Eliot Handelman	Schematizing the Treatment of Dissonance in 16th-Century Counterpoint.	2015	https://doi.org/10.5281/zenodo.1417369	Andie Sigler, School of Computer Science, McGill University, CAN, education, Computing Music, , facility;Jon Wild, Schulich School of Music, McGill University, CAN, education;Eliot Handelman, Computing Music, , facility	 McGill University, McGill University, Computing Music	education, education, facility	CAN, CAN, CAN
Laura Risk;Lillio Mok;Andrew Hankinson;Julie Cumming	Melodic Similarity in Traditional French-Canadian Instrumental Dance Tunes.	2015	https://doi.org/10.5281/zenodo.1414858	Laura Risk, Schulich School of Music, McGill University, CAN, education, Centre for Interdisciplinary Research in Music Media and Technology (CIRMMT), CAN, facility;Lillio Mok, Schulich School of Music, McGill University, CAN, education, Centre for Interdisciplinary Research in Music Media and Technology (CIRMMT), CAN, facility;Andrew Hankinson, Schulich School of Music, McGill University, CAN, education, Centre for Interdisciplinary Research in Music Media and Technology (CIRMMT), CAN, facility;Julie Cumming, Schulich School of Music, McGill University, CAN, education, Centre for Interdisciplinary Research in Music Media and Technology (CIRMMT), CAN, facility	McGill University, McGill University, McGill University, McGill University	education, education, education, education	CAN, CAN, CAN, CAN
Jotthi Bansal;Matthew Woolhouse	Predictive Power of Personality on Music-Genre Exclusivity.	2015	https://doi.org/10.5281/zenodo.1417467	Jotthi Bansal, McMaster University, CAN, education;Matthew Woolhouse, McMaster University, CAN, education	 McMaster University, McMaster University	education, education	CAN, CAN
Berit Janssen;Peter van Kranenburg;Anja Volk	A Comparison of Symbolic Similarity Measures for Finding Occurrences of Melodic Segments.	2015	https://doi.org/10.5281/zenodo.1418357	Berit Janssen, Meertens Institute, NLD, facility;Peter van Kranenburg, Meertens Institute, NLD, facility;Anja Volk, Utrecht University, NLD, education	 Meertens Institute, Meertens Institute, Utrecht University	facility, facility, education	NLD, NLD, NLD
Pei-Ching Li;Li Su;Yi-Hsuan Yang;Alvin W. Y. Su	Analysis of Expressive Musical Terms in Violin Using Score-Informed and Expression-Based Audio Features.	2015	https://doi.org/10.5281/zenodo.1416784	Pei-Ching Li, National Cheng-Kung University, TWN, education;Li Su, Academia Sinica, TWN, facility;Yi-Hsuan Yang, Academia Sinica, TWN, facility;Alvin W. Y. Su, National Cheng-Kung University, TWN, education	 National Cheng Kung University, Academia Sinica, Academia Sinica, National Cheng Kung University	education, facility, facility, education	TWN, TWN, TWN, TWN
Yin-Jyun Luo;Li Su;Yi-Hsuan Yang;Tai-Shih Chi	Detection of Common Mistakes in Novice Violin Playing.	2015	https://doi.org/10.5281/zenodo.1415968	Yin-Jyun Luo, National Chiao Tung University, TWN, education, Research Center for Information Technology Innovation, Academia Sinica, TWN, facility;Li Su, Research Center for Information Technology Innovation, Academia Sinica, TWN, facility;Yi-Hsuan Yang, Research Center for Information Technology Innovation, Academia Sinica, TWN, facility;Tai-Shih Chi, National Chiao Tung University, TWN, education	 National Chiao Tung University, Academia Sinica, Academia Sinica, National Chiao Tung University	education, facility, facility, education	TWN, TWN, TWN, TWN
Graham Percival;Satoru Fukayama;Masataka Goto	Song2Quartet: A System for Generating String Quartet Cover Songs from Polyphonic Audio of Popular Music.	2015	https://doi.org/10.5281/zenodo.1415014	Graham Percival, National Institute of Advanced Industrial Science and Technology (AIST), Japan, facility;Satoru Fukayama, National Institute of Advanced Industrial Science and Technology (AIST), Japan, facility;Masataka Goto, National Institute of Advanced Industrial Science and Technology (AIST), Japan, facility	 National Institute of Advanced Industrial Science and Technology, National Institute of Advanced Industrial Science and Technology, National Institute of Advanced Industrial Science and Technology	facility, facility, facility	JPN, JPN, JPN
Eita Nakamura;Philippe Cuvillier;Arshia Cont;Nobutaka Ono;Shigeki Sagayama	Autoregressive Hidden Semi-Markov Model of Symbolic Music Performance for Score Following.	2015	https://doi.org/10.5281/zenodo.1417030	Eita Nakamura, National Institute of Informatics, JPN, facility;Philippe Cuvillier, Inria MuTant Project-Team, Ircam/UPMC/CNRS UMR STMS, FRA, facility;Arshia Cont, Inria MuTant Project-Team, Ircam/UPMC/CNRS UMR STMS, FRA, facility;Nobutaka Ono, National Institute of Informatics, JPN, facility;Shigeki Sagayama, Meiji University, JPN, education	 National Institute of Informatics, IRCAM, IRCAM, National Institute of Informatics, Meiji University	facility, facility, facility, facility, education	JPN, FRA, FRA, JPN, JPN
Chuan-Lung Lee;Yin-Tzu Lin;Zun-Ren Yao;Feng-Yi Lee;Ja-Ling Wu	Automatic Mashup Creation by Considering both Vertical and Horizontal Mashabilities.	2015	https://doi.org/10.5281/zenodo.1416712	Chuan-Lung Lee, National Taiwan University, TWN, education;Yin-Tzu Lin, National Taiwan University, TWN, education;Zun-Ren Yao, National Taiwan University, TWN, education;Feng-Yi Lee, National Taiwan University, TWN, education;Ja-Ling Wu, National Taiwan University, TWN, education	 National Taiwan University, National Taiwan University, National Taiwan University, National Taiwan University, National Taiwan University	education, education, education, education, education	TWN, TWN, TWN, TWN, TWN
Robert J. Ellis;Zhe Xing;Jiakun Fang;Ye Wang	Quantifying Lexical Novelty in Song Lyrics.	2015	https://doi.org/10.5281/zenodo.1417577	Robert J Ellis, School of Computing, National University of Singapore, SGP, education;Zhe Xing, School of Computing, National University of Singapore, SGP, education;Jiakun Fang, School of Computing, National University of Singapore, SGP, education;Ye Wang, School of Computing, National University of Singapore, SGP, education	National University of Singapore,National University of Singapore, National University of Singapore, National University of Singapore	education, education, education, education	SGP, SGP, SGP, SGP
Eric J. Humphrey;Juan Pablo Bello	Four Timely Insights on Automatic Chord Estimation.	2015	https://doi.org/10.5281/zenodo.1417549	Eric J. Humphrey, Music and Audio Research Laboratory, New York University, USA, education, MuseAmi, Inc., USA, company;Juan P. Bello, Music and Audio Research Laboratory, New York University, USA, education	 New York University,  New York University	education, education	USA, USA
Rachel M. Bittner;Justin Salamon;Slim Essid;Juan Pablo Bello	Melody Extraction by Contour Classification.	2015	https://doi.org/10.5281/zenodo.1416322	Rachel M. Bittner, Music and Audio Research Lab, New York University, USA, facility;Justin Salamon, Music and Audio Research Lab, New York University, USA, facility; Center for Urban Science and Progress, New York University, USA, facility;Slim Essid, Télécom Paris-Tech, FRA, education;Juan P. Bello, Music and Audio Research Lab, New York University, USA, facility	 New York University, New York University, New York University, Telecom ParisTech, New York University	education, education, education, education, education	USA, USA, USA, FRA, USA
Brian McFee;Eric J. Humphrey;Juan Pablo Bello	A Software Framework for Musical Data Augmentation.	2015	https://doi.org/10.5281/zenodo.1418365	Brian McFee, Center for Data Science, New York University, USA, education; Music and Audio Research Laboratory, New York University, USA, education;Eric J. Humphrey, Music and Audio Research Laboratory, New York University, USA, education; MuseAmi, Inc., USA, company;Juan P. Bello, Music and Audio Research Laboratory, New York University, USA, education	New York University,New York University,New York University,MuseAmi imc, New York University	education, education, education, company, education	USA, USA, USA, USA, USA
Brian McFee;Oriol Nieto;Juan Pablo Bello	Hierarchical Evaluation of Segment Boundary Detection.	2015	https://doi.org/10.5281/zenodo.1414866	Brian McFee, Center for Data Science, New York University, USA, education; Music and Audio Research Laboratory, New York University, USA, education;Oriol Nieto, Music and Audio Research Laboratory, New York University, USA, education;Juan P. Bello, Music and Audio Research Laboratory, New York University, USA, education	New York University,New York University,New York University,New York University	education, education, education, education	USA, USA, USA, USA
Masaki Otsuka;Tetsuro Kitahara	Improving MIDI Guitar's Accuracy with NMF and Neural Net.	2015	https://doi.org/10.5281/zenodo.1417531	Masaki Otsuka, Graduate School of Integrated Basic Sciences, Nihon University, JPN, education;Tetsuro Kitahara, Graduate School of Integrated Basic Sciences, Nihon University, JPN, education	 Nihon University, Nihon University	education, education	JPN, JPN
Johanna Devaney;Claire Arthur;Nathaniel Condit-Schultz;Kirsten Nisula	Theme And Variation Encodings with Roman Numerals (TAVERN): A New Data Set for Symbolic Music Analysis.	2015	https://doi.org/10.5281/zenodo.1417497	Johanna Devaney, School of Music, Ohio State University, USA, education;Claire Arthur, School of Music, Ohio State University, USA, education;Nathaniel Condit-Schultz, School of Music, Ohio State University, USA, education;Kirsten Nisula, School of Music, Ohio State University, USA, education	Ohio State University, Ohio State University, Ohio State University, Ohio State University	education, education, education, education	USA, USA, USA, USA
Emmanouil Benetos;Tillman Weyde	An Efficient Temporally-Constrained Probabilistic Model for Multiple-Instrument Music Transcription.	2015	https://doi.org/10.5281/zenodo.1418017	Emmanouil Benetos, Queen Mary University of London, GBR, education;Tillman Weyde, City University London, GBR, education	 Queen Mary University of London, City University London	education, education	GBR, GBR
Siddharth Sigtia;Nicolas Boulanger-Lewandowski;Simon Dixon	Audio Chord Recognition with a Hybrid Recurrent Neural Network.	2015	https://doi.org/10.5281/zenodo.1416594	Siddharth Sigtia, Centre for Digital Music, Queen Mary University of London, UK, education;Nicolas Boulanger-Lewandowski, Université de Montréal, CAN, education, Google Inc., USA, company;Simon Dixon, Centre for Digital Music, Queen Mary University of London, UK, education	Queen Mary University of London, Université de Montréal, Queen Mary University of London	education, education, education	GBR, CAN, GBR
Jiajie Dai;Matthias Mauch;Simon Dixon	Analysis of Intonation Trajectories in Solo Singing.	2015	https://doi.org/10.5281/zenodo.1417169	Jiajie Dai, Centre for Digital Music, Queen Mary University of London, GBR, education;Matthias Mauch, Centre for Digital Music, Queen Mary University of London, GBR, education;Simon Dixon, Centre for Digital Music, Queen Mary University of London, GBR, education	Queen Mary University of London,Queen Mary University of London,Queen Mary University of London	education, education, education	GBR, GBR, GBR
Phillip B. Kirlin;David L. Thomas	Extending a Model of Monophonic Hierarchical Music Analysis to Homophony.	2015	https://doi.org/10.5281/zenodo.1416296	Phillip B. Kirlin, Rhodes College, USA, education;David L. Thomas, Rhodes College, USA, education	 Rhodes College, Rhodes College	education, education	USA, USA
Jeongsoo Park 0001;Kyogu Lee	Harmonic-Percussive Source Separation Using Harmonicity and Sparsity Constraints.	2015	https://doi.org/10.5281/zenodo.1417323	Jeongsoo Park, Seoul National University, KOR, education;Kyogu Lee, Seoul National University, KOR, education	 Seoul National University, Seoul National University	education, education	KOR, KOR
Emmanuel Deruty;François Pachet	The MIR Perspective on the Evolution of Dynamics in Mainstream Music.	2015	https://doi.org/10.5281/zenodo.1417995	Emmanuel Deruty, Sony Computer Science Laboratory / Akoustic Arts, FRA, company;François Pachet, Sony Computer Science Laboratory, FRA, company	 Sony Computer Science Laboratories, Sony Computer Science Laboratories	company, company	FRA, FRA
Blair Kaneshiro;Jacek P. Dmochowski	Neuroimaging Methods for Music Information Retrieval: Current Findings and Future Prospects.	2015	https://doi.org/10.5281/zenodo.1416082	Blair Kaneshiro, Center for Computer Research in Music and Acoustics, Stanford University, USA, education;Jacek P. Dmochowski, Department of Psychology, Stanford University, USA, education	Stanford University,Stanford University	education, education	USA, USA
Hendrik Schreiber	Improving Genre Annotations for the Million Song Dataset.	2015	https://doi.org/10.5281/zenodo.1414760	Hendrik Schreiber, tagtraum industries incorporated, USA, company	tagtraum industries	company	USA
Athanasios Lykartsis;Chih-Wei Wu;Alexander Lerch	Beat Histogram Features from NMF-Based Novelty Functions for Music Classification.	2015	https://doi.org/10.5281/zenodo.1418145	Athanasios Lykartsis, Technische Universität Berlin, DEU, education;Chih-Wei Wu, Georgia Institute of Technology, USA, education;Alexander Lerch, Georgia Institute of Technology, USA, education	 Technische Universität Berlin, Georgia Institute of Technology, Georgia Institute of Technology	education, education, education	DEU, USA, USA
Igor Vatolkin;Günter Rudolph;Claus Weihs	Evaluation of Album Effect for Feature Selection in Music Genre Recognition.	2015	https://doi.org/10.5281/zenodo.1416328	Igor Vatolkin, TU Dortmund, DEU, education;Günter Rudolph, TU Dortmund, DEU, education;Claus Weihs, TU Dortmund, DEU, education	 Technische Universität Dortmund, Technische Universität Dortmund, Technische Universität Dortmund	education, education, education	DEU, DEU, DEU
Cynthia C. S. Liem;Alan Hanjalic	Comparative Analysis of Orchestral Performance Recordings: An Image-Based Approach.	2015	https://doi.org/10.5281/zenodo.1416248	Cynthia C. S. Liem, Delft University of Technology, NLD, education;Alan Hanjalic, Delft University of Technology, NLD, education	Technische Universiteit Delft, Technische Universiteit Delft	education, education	NLD, NLD
Mark S. Melenhorst;Cynthia C. S. Liem	Put the Concert Attendee in the Spotlight. A User-Centered Design and Development Approach for Classical Concert Applications.	2015	https://doi.org/10.5281/zenodo.1416820	Mark S. Melenhorst, Delft University of Technology, NLD, education;Cynthia C. S. Liem, Delft University of Technology, NLD, education	Technische Universiteit Delft, Technische Universiteit Delft	education, education	NLD, NLD
Anis Khlif;Vidhyasaharan Sethu	An Iterative Multi Range Non-Negative Matrix Factorization Algorithm for Polyphonic Music Transcription.	2015	https://doi.org/10.5281/zenodo.1416686	Anis Khlif, ´Ecole des Mines ParisTech, France, education;Vidhyasaharan Sethu, University of New South Wales, Australia, education	Telecom ParisTech, University of New South Wales	education, education	FRA, AUS
Wai Man Szeto;Kin Hong Wong	A Hierarchical Bayesian Framework for Score-Informed Source Separation of Piano Music Signals.	2015	https://doi.org/10.5281/zenodo.1417061	Wai Man SZETO, The Chinese University of Hong Kong, CHN, education;Kin Hong WONG, The Chinese University of Hong Kong, CHN, education	 The Chinese University of Hong Kong, The Chinese University of Hong Kong	education, education	HKG, HKG
Patrick E. Savage;Quentin D. Atkinson	Automatic Tune Family Identification by Musical Sequence Alignment.	2015	https://doi.org/10.5281/zenodo.1417135	Patrick E. Savage, Tokyo University of the Arts, JPN, education;Quentin D. Atkinson, Auckland University, NZL, education	 Tokyo University of the Arts, University of Auckland	education, education	JPN, NZL
Isabel Barbancho;Lorenzo J. Tardón;Ana M. Barbancho;Mateu Sbert	Benford's Law for Music Analysis.	2015	https://doi.org/10.5281/zenodo.1417012	Isabel Barbancho, Universidad de Málaga, ESP, education;Lorenzo J. Tardón, Universidad de Málaga, ESP, education;Ana M. Barbancho, Universidad de Málaga, ESP, education;Mateu Sbert, University of Girona, ESP, education	 Universidad de Málaga, Universidad de Málaga, Universidad de Málaga, University of Girona	education, education, education, education	ESP, ESP, ESP, ESP
Diego Furtado Silva;Vinícius M. A. de Souza;Gustavo E. A. P. A. Batista	Music Shapelets for Fast Cover Song Recognition.	2015	https://doi.org/10.5281/zenodo.1416236	Diego F. Silva, Instituto de Ciências Matemáticas e de Computação – Universidade de São Paulo, BRA, education;Vinícius M. A. Souza, Instituto de Ciências Matemáticas e de Computação – Universidade de São Paulo, BRA, education;Gustavo E. A. P. A. Batista, Instituto de Ciências Matemáticas e de Computação – Universidade de São Paulo, BRA, education	Universidade de São Paulo, Universidade de São Paulo, Universidade de São Paulo	education, education, education	BRA, BRA, BRA
Felipe Vieira;Nazareno Andrade	Evaluating Conflict Management Mechanisms for Online Social Jukeboxes.	2015	https://doi.org/10.5281/zenodo.1416232	Felipe Vieira, Universidade Federal de Campina Grande, BRA, education;Nazareno Andrade, Universidade Federal de Campina Grande, BRA, education	 Universidade Federal de Campina Grande, Universidade Federal de Campina Grande	education, education	BRA, BRA
Ajay Srinivasamurthy;Andre Holzapfel;Ali Taylan Cemgil;Xavier Serra	Particle Filters for Efficient Meter Tracking with Dynamic Bayesian Networks.	2015	https://doi.org/10.5281/zenodo.1416736	Ajay Srinivasamurthy, Music Technology Group, Universitat Pompeu Fabra, Barcelona, Spain, education;Andre Holzapfel, Dept. of Computer Engineering, Boğaziçi University, Istanbul, Turkey, education;Ali Taylan Cemgil, Dept. of Computer Engineering, Boğaziçi University, Istanbul, Turkey, education;Xavier Serra, Music Technology Group, Universitat Pompeu Fabra, Barcelona, Spain, education	Universitat Pompeu Fabra, Boğaziçi University, Boğaziçi University, Universitat Pompeu Fabra	education, education, education, education	ESP, TUR, TUR, ESP
Sergio Oramas;Francisco Gómez 0001;Emilia Gómez;Joaquín Mora	FlaBase: Towards the Creation of a Flamenco Music Knowledge Base.	2015	https://doi.org/10.5281/zenodo.1417183	Sergio Oramas, Universitat Pompeu Fabra, ESP, education;Francisco Gómez, Technical University of Madrid, ESP, education;Emilia Gómez, Universitat Pompeu Fabra, ESP, education;Joaquín Mora, University of Sevilla, ESP, education	 Universitat Pompeu Fabra, Technical University of Madrid, Universitat Pompeu Fabra, University of Seville	education, education, education, education	ESP, ESP, ESP, ESP
Sankalp Gulati;Joan Serrà;Xavier Serra	Improving Melodic Similarity in Indian Art Music Using Culture-Specific Melodic Characteristics.	2015	https://doi.org/10.5281/zenodo.1418261	Sankalp Gulati, Universitat Pompeu Fabra, ESP, education;Joan Serr`a, Telefonica Research, ESP, company;Xavier Serra, Universitat Pompeu Fabra, ESP, education	 Universitat Pompeu Fabra, Telefonica Research, Universitat Pompeu Fabra	education, company, education	ESP, ESP, ESP
